Crop_Type,Temp_14d_Avg,Humid_14d_Avg,Rain_14d_Total,Disease_Occurred
1,37.6,91.6,14.1,1
1,29.6,90.0,0.3,1
0,31.4,25.7,5.2,0
1,26.6,73.3,9.4,0
1,21.0,100.9,0.7,1
1,30.9,89.6,25.8,1
0,18.2,50.5,1.6,0
0,22.0,61.0,0.0,0
0,26.7,28.3,0.4,1
1,31.6,77.7,30.3,0
1,36.0,93.5,20.3,1
1,29.5,80.3,26.4,1
0,20.1,61.1,0.4,0
0,29.7,55.8,2.9,0
1,25.2,80.3,19.1,1
0,23.9,38.1,4.5,0
0,13.8,47.0,0.9,0
0,31.6,73.4,0.5,0
0,12.6,41.0,3.1,0
1,31.8,75.9,30.4,1
0,24.8,32.2,1.6,0
0,22.1,53.6,2.1,0
0,27.8,61.0,4.7,0
0,22.9,29.1,3.0,0
1,37.8,86.9,17.9,1
1,24.4,81.2,2.5,1
0,19.7,51.9,2.8,0
0,29.2,40.9,5.2,0
0,26.4,73.8,5.1,0
0,25.4,52.7,8.5,0
0,17.3,45.2,2.1,0
0,22.8,26.7,0.9,1
1,28.3,88.7,25.8,1
0,13.2,72.9,1.8,0
1,41.6,79.4,6.8,0
1,26.9,78.7,2.2,0
0,22.6,50.5,1.6,0
1,18.3,78.5,14.6,0
1,23.1,81.6,116.1,1
1,34.6,70.5,9.0,0
1,36.8,76.3,2.3,0
1,23.8,86.9,3.1,1
1,25.6,79.6,10.1,0
0,22.1,64.4,8.5,0
1,27.6,78.2,17.1,1
1,26.0,85.2,5.0,1
1,25.4,93.5,14.0,1
0,22.2,29.8,0.2,0
1,29.5,84.8,11.0,1
0,30.2,43.9,7.7,0
1,23.6,86.6,8.2,1
0,29.0,43.4,2.0,0
0,23.6,54.1,1.3,0
1,24.3,78.8,13.4,0
1,33.4,80.4,6.8,0
0,21.0,64.1,4.3,0
1,33.9,70.4,2.9,0
0,23.9,49.6,1.3,0
0,22.3,65.3,3.9,0
0,20.3,24.6,4.6,1
0,21.5,69.9,5.4,0
0,24.7,53.4,2.7,0
1,28.7,80.7,5.6,1
0,11.5,57.4,7.5,0
0,14.4,72.3,3.3,0
1,21.5,75.9,65.2,0
0,18.5,78.3,2.2,1
1,33.5,57.3,15.7,0
1,27.9,68.8,3.7,0
1,28.8,86.6,21.5,1
0,23.5,65.9,7.3,0
0,20.5,59.2,1.6,0
0,26.1,48.3,0.2,0
1,23.7,73.6,5.3,0
0,21.3,55.2,2.8,0
1,29.7,72.6,24.2,0
0,26.3,82.3,14.6,0
1,25.1,104.5,54.0,0
0,33.9,55.2,7.8,0
0,21.1,45.2,0.1,0
0,27.2,56.2,9.4,0
1,28.9,71.7,15.2,0
1,32.5,77.7,9.7,0
0,15.7,54.0,13.2,0
0,17.4,75.5,0.1,0
1,37.8,79.6,8.2,0
1,33.4,90.5,13.6,1
1,13.2,73.6,4.4,0
0,22.7,48.7,1.4,0
1,24.4,91.2,5.5,1
0,19.3,60.1,3.0,0
1,33.1,94.4,33.3,0
0,15.7,40.4,0.8,0
1,29.1,60.5,21.8,0
1,23.4,92.4,6.9,1
1,31.2,78.8,25.6,0
1,30.4,87.1,18.9,1
1,21.1,75.3,14.3,0
0,36.2,75.9,14.9,1
1,29.2,83.0,57.4,0
1,27.8,62.6,37.5,0
1,25.0,84.1,5.8,1
0,19.3,39.7,1.5,0
1,23.5,94.2,16.2,0
0,19.0,72.7,5.2,1
1,29.5,77.7,19.2,0
1,24.2,86.6,8.2,1
0,28.2,66.5,2.9,0
1,21.6,74.9,20.0,1
0,19.6,26.4,5.6,0
0,24.8,64.1,0.3,1
1,30.9,84.0,21.1,1
0,20.1,43.1,10.5,0
1,26.4,83.1,38.5,1
1,34.4,80.8,10.9,1
0,22.3,27.5,3.8,0
0,24.3,75.5,7.6,0
0,21.3,52.2,5.9,0
0,19.7,65.5,0.1,0
1,18.6,91.8,15.3,1
1,26.9,84.0,12.4,1
0,26.7,41.3,2.4,0
1,27.9,77.5,13.4,0
1,22.3,90.3,16.4,1
1,26.4,68.3,5.3,0
1,28.2,65.8,3.4,0
0,19.3,59.4,3.2,0
0,12.9,64.5,3.7,0
1,28.5,87.9,17.5,1
0,26.7,47.7,2.8,0
0,19.3,62.1,6.0,0
0,15.7,39.2,6.5,0
1,24.9,66.5,12.9,0
1,22.1,68.5,11.9,0
1,26.4,76.3,39.2,0
0,27.7,50.4,5.4,0
1,27.5,97.3,33.6,1
1,16.8,82.0,12.5,1
0,20.6,59.4,12.5,0
1,25.2,76.9,2.4,0
1,34.1,84.6,45.9,1
0,20.4,43.4,3.5,0
0,15.6,47.5,5.2,0
0,5.4,52.3,15.6,0
1,36.6,81.2,16.3,1
1,24.7,57.6,1.9,0
1,24.0,75.0,15.7,0
0,23.3,48.0,4.9,0
0,32.7,51.3,3.8,0
1,32.9,64.1,56.0,0
1,27.6,72.1,44.3,0
0,28.1,48.9,2.7,0
0,29.6,64.2,0.2,0
0,18.8,38.9,2.1,0
0,17.6,50.3,0.8,0
1,31.0,79.6,2.5,1
0,26.8,75.2,5.2,0
1,28.1,70.2,23.9,0
1,29.7,99.2,9.5,1
1,32.3,82.6,13.7,1
0,16.8,51.8,0.3,0
0,12.8,38.1,6.3,0
0,24.2,29.2,0.8,0
0,19.8,36.6,2.2,0
1,22.6,80.3,26.9,1
0,17.6,34.0,3.4,0
0,18.6,33.6,0.1,0
1,33.9,86.7,33.6,1
0,26.0,42.7,6.0,0
1,30.0,81.7,25.6,1
1,24.2,79.0,9.9,0
1,20.1,69.5,18.1,1
1,27.4,74.9,3.4,0
1,29.5,72.7,6.7,0
1,26.1,79.5,13.2,0
1,24.0,76.1,9.4,0
1,28.8,95.0,17.8,1
0,17.2,47.4,1.4,0
0,38.3,67.7,14.5,0
0,28.6,62.4,4.1,0
0,28.4,42.2,0.2,0
1,32.8,87.0,12.2,1
0,15.4,49.6,2.5,0
1,17.7,80.9,14.2,0
0,27.7,46.7,4.0,0
0,16.0,39.1,2.4,0
0,21.6,62.2,2.5,0
1,35.6,58.6,5.3,0
0,30.2,57.1,7.6,0
1,32.5,86.4,8.5,1
1,28.0,79.6,8.7,0
0,24.0,50.7,1.5,0
0,20.7,1.0,1.2,0
0,25.2,42.9,7.4,0
1,33.0,89.0,3.0,1
0,19.0,63.1,1.0,0
1,30.0,74.0,12.7,0
1,31.1,94.6,23.2,0
0,28.2,33.9,0.0,0
0,24.7,67.8,1.5,0
1,24.7,89.9,0.7,1
1,24.2,77.0,13.5,0
1,24.4,71.2,5.6,1
0,24.0,35.0,13.0,0
1,26.8,83.3,20.1,1
0,17.7,72.7,1.0,1
1,27.1,94.4,15.4,1
1,36.2,65.7,9.1,0
0,24.2,57.5,3.9,0
1,26.0,80.0,5.8,1
0,38.3,62.8,13.0,0
0,26.3,52.9,7.7,0
1,29.9,71.9,16.4,0
0,26.4,75.9,21.5,0
0,26.9,44.1,15.7,0
1,23.2,103.2,9.1,1
0,29.9,65.7,5.7,0
0,30.8,54.5,3.2,0
0,26.2,72.5,2.6,0
1,26.5,84.4,26.2,1
0,28.2,39.7,0.6,0
1,26.1,90.2,17.9,1
1,29.0,80.6,1.1,1
0,21.7,71.9,0.4,1
0,16.4,48.2,9.5,0
0,14.0,50.2,12.1,0
1,28.7,61.7,6.1,0
0,17.2,57.9,0.3,0
0,24.6,80.8,2.7,1
0,25.5,52.3,0.3,0
0,22.7,57.3,1.0,0
0,19.3,58.5,8.4,0
1,25.5,82.8,25.3,1
1,27.7,77.8,3.2,0
0,20.8,66.2,9.3,0
0,25.9,50.9,0.5,0
0,26.2,53.8,0.7,0
0,21.6,48.3,1.6,0
1,36.0,94.7,15.2,0
0,18.1,50.1,3.2,0
1,29.8,85.4,55.8,0
1,23.0,71.4,8.0,0
0,4.9,63.2,3.6,0
1,20.9,73.6,3.6,0
1,32.3,88.1,22.0,1
1,35.6,99.0,13.2,1
1,42.1,76.5,25.1,0
0,18.5,61.0,0.3,1
0,14.1,51.4,3.3,0
1,28.7,84.8,8.7,1
0,25.5,51.0,10.2,0
0,14.8,39.8,0.2,0
0,10.4,46.8,3.2,0
0,14.0,47.7,2.3,0
0,24.3,37.4,3.2,0
1,28.4,77.2,28.8,0
0,24.0,63.5,13.1,0
0,20.0,55.0,0.0,0
0,20.4,48.1,1.0,0
